name,movie,date,rating
1f7af827,894b36c1,2022-05-25,4
685b5fe7,ebb77707,2021-07-01,1
84ef7aa2,894b36c1,2022-02-28,5
84cae874,8c62add9,2021-07-11,1
aa555fbb,891a419f,2021-11-10,2
d77aa8a6,ebb77707,2022-03-31,1
fddac900,af8ceb8b,2021-11-28,3
57588b2f,45ef8414,2022-05-19,1
ef4bc886,af8ceb8b,2021-11-08,2
df1524fc,71e881b0,2021-12-10,2
a42efb7c,7a1b2da0,2022-03-19,4
a2b70eff,622aa154,2021-09-15,2
78d26d39,ebb77707,2022-03-19,2
6d6b8052,35532739,2021-11-23,3
50ad8b87,e45cc73b,2022-03-04,4
57174a6a,b8c4f430,2022-04-17,2
ee6a0419,afee44e6,2022-04-30,2
53607815,8c62add9,2022-05-29,2
eaf9952b,e45cc73b,2022-04-09,4
1e45e2c9,35532739,2021-06-22,3
58c57eb9,dfe75058,2022-03-03,2
48c470f3,ebb77707,2021-06-25,2
af2d7c32,5da63f6f,2021-07-20,3
32798b59,894b36c1,2022-06-17,5
6f02271f,b8c4f430,2021-08-04,1
d7387f39,622aa154,2021-09-20,3
055a14a9,35532739,2021-07-02,3
f3931209,622aa154,2022-05-12,3
bb105f3e,622aa154,2021-11-02,3
78d26d39,622aa154,2021-08-26,3
bc076908,72005112,2022-02-22,4
26906e39,71e881b0,2022-01-22,2
95bae754,afee44e6,2022-02-17,2
0402c957,35532739,2022-03-15,3
b0184e37,266138ca,2021-09-06,0
7d1c20db,6885ce91,2022-03-12,3
22191cf9,35532739,2021-11-24,3
53607815,45ef8414,2021-07-20,0
7219aa9b,266138ca,2021-09-04,0
d0f6a4fb,622aa154,2022-02-16,3
b0c0f9bd,ebb77707,2022-03-04,2
c3661ccb,7a1b2da0,2021-10-13,4
5b6fc12e,6885ce91,2022-06-15,2
02bee6a2,894b36c1,2021-10-26,4
655c925d,5da63f6f,2021-11-28,4
981c2cc6,266138ca,2021-10-19,1
afece185,dfe75058,2021-10-11,2
81d19c10,894b36c1,2022-01-03,5
645f3188,5da63f6f,2021-12-10,4
fd73a34d,b2918457,2022-03-04,0
f1eb9114,ebb77707,2021-11-10,1
31094015,35532739,2021-06-22,3
1bdd2ea9,8c62add9,2021-09-02,1
8de070fe,5da63f6f,2022-05-15,3
5d226d7f,dfe75058,2022-05-10,3
93462a46,dfe75058,2021-09-18,3
b528b7fe,af8ceb8b,2022-02-20,2
ba24e6dc,266138ca,2022-03-23,1
5d226d7f,6885ce91,2022-06-16,3
0254babf,b8c4f430,2021-09-21,2
d16c0c89,8c62add9,2021-11-07,1
69adc782,af8ceb8b,2021-06-19,2
55fde513,e45cc73b,2021-11-15,4
de7f8028,e45cc73b,2022-01-06,4
981c2cc6,e45cc73b,2022-03-19,3
f99c7d13,622aa154,2021-07-08,3
8380d0f4,b2918457,2022-05-18,1
9f3668aa,894b36c1,2021-11-17,5
544a709f,72005112,2021-11-05,3
ab7b7e63,45ef8414,2022-03-13,0
c70af4cd,894b36c1,2022-03-18,4
6e86abbd,5da63f6f,2022-05-15,4
c894d827,af8ceb8b,2022-05-22,2
caba63c3,6885ce91,2022-02-11,3
a61b5058,622aa154,2022-04-09,3
2163c3db,894b36c1,2022-05-12,5
5914cd45,e45cc73b,2021-06-29,4
55976c5f,6885ce91,2021-08-13,3
ae9ac6d9,b8c4f430,2022-05-01,1
3f85e3a1,6885ce91,2021-07-28,2
c06eb89d,8c62add9,2021-10-14,1
04d581cc,35532739,2022-01-26,4
3410b948,e45cc73b,2021-12-10,4
97f1377b,8c62add9,2021-07-25,2
c5475c70,e45cc73b,2021-07-31,3
d5019fff,b8c4f430,2022-04-13,2
74713ae5,72005112,2021-07-25,4
20c1c206,b8c4f430,2021-12-29,1
9a67a95a,dfe75058,2021-08-26,3
4f90d9d0,894b36c1,2021-10-10,4
36de8e97,e45cc73b,2022-03-10,4
ff05d26d,894b36c1,2021-07-10,4
c06eb89d,891a419f,2021-07-14,3
6407972f,35532739,2022-06-16,4
33796c17,35532739,2021-12-17,4
ee6a0419,72005112,2022-05-08,4
033dd266,af8ceb8b,2021-11-03,2
6fff0e23,b2918457,2021-08-10,0
72450ae8,35532739,2022-02-21,3
6ae6499c,ebb77707,2021-06-30,1
dfae1344,45ef8414,2022-03-09,1
25ab17c9,72005112,2022-03-28,4
f04c2065,ebb77707,2021-07-04,1
be32b146,35532739,2021-08-31,3
5d664524,891a419f,2022-01-26,2
e3118bcb,ebb77707,2021-11-22,2
c53f7d56,891a419f,2022-04-23,2
aeb416c3,5da63f6f,2022-02-28,3
c49b0d6d,e45cc73b,2022-04-06,3
6bc898bc,71e881b0,2021-08-02,2
25a97cde,af8ceb8b,2021-10-19,3
8fb554f7,5da63f6f,2022-05-20,4
d2647350,266138ca,2021-09-03,1
64c82888,71e881b0,2021-12-25,2
1920be9b,622aa154,2021-09-14,3
8380d0f4,e45cc73b,2021-08-02,4
d8074a72,894b36c1,2022-02-26,5
cf6bf215,622aa154,2021-10-23,2
f8e069f1,7a1b2da0,2022-01-26,3
88cf97b6,8c62add9,2021-11-14,2
d053216a,ebb77707,2021-10-14,2
54a98bc1,e45cc73b,2022-05-21,4
443f1f85,e45cc73b,2022-04-18,3
dcaa0749,e45cc73b,2022-03-17,3
1130d2ea,622aa154,2021-11-23,2
de7f8028,72005112,2022-02-24,3
f2f05de8,6885ce91,2022-02-03,2
72e2ecf0,e45cc73b,2021-12-22,4
092e9c97,e45cc73b,2022-04-12,3
4a83cdf2,b2918457,2022-02-11,1
731f83a7,45ef8414,2021-06-26,1
69adc782,6885ce91,2022-05-15,3
981c2cc6,72005112,2022-05-21,4
d7f8356c,622aa154,2021-12-07,3
93462a46,35532739,2021-10-28,4
e6b513e4,e45cc73b,2022-06-05,3
49fe65fd,af8ceb8b,2021-09-01,2
84c068ea,6885ce91,2022-06-10,2
af9ad9ee,af8ceb8b,2022-03-05,2
cbdf4c09,71e881b0,2021-11-04,1
1b34eb59,6885ce91,2022-02-20,3
22fa10af,8c62add9,2021-11-22,2
61e74846,35532739,2021-11-15,4
0e297bc6,72005112,2021-08-22,3
c965b5c4,e45cc73b,2021-11-12,3
74489902,35532739,2021-12-11,3
7498d324,7a1b2da0,2021-07-10,3
7f27c775,894b36c1,2022-05-14,5
02ab545e,ebb77707,2021-11-26,2
2902c8fd,894b36c1,2021-11-09,4
85c17118,894b36c1,2021-11-01,4
468a4966,8c62add9,2022-04-04,1
90f29a13,5da63f6f,2022-05-30,4
bc80c8c5,b8c4f430,2021-08-25,2
70813611,8c62add9,2021-07-27,1
c694fd63,dfe75058,2022-01-01,2
456a4984,6885ce91,2022-02-22,2
8de070fe,dfe75058,2021-11-14,2
2c2dc68d,e45cc73b,2022-05-12,4
542759c8,ebb77707,2022-04-18,2
5f8db9f7,35532739,2022-04-30,4
c85662d7,e45cc73b,2022-02-07,4
d3f92dbb,afee44e6,2021-12-28,1
d67765c7,266138ca,2022-01-09,0
3c69917c,af8ceb8b,2022-02-05,2
bb452c36,6885ce91,2022-05-03,2
c9c4af18,b2918457,2021-09-12,1
dbd53cbf,894b36c1,2021-08-20,5
e57b33a2,ebb77707,2022-03-23,1
a3e001b3,b8c4f430,2021-09-16,2
b7a5198b,7a1b2da0,2022-01-25,3
29939db1,e45cc73b,2021-12-15,4
4f8542a6,72005112,2022-02-28,4
bcd36cd8,894b36c1,2021-11-13,4
539e4e3b,e45cc73b,2021-12-08,4
0867b1e5,b8c4f430,2022-01-21,2
35b7074d,894b36c1,2022-04-21,4
6a64661c,af8ceb8b,2021-11-21,2
332447c2,35532739,2021-12-03,4
db60a801,dfe75058,2022-02-05,3
249da591,71e881b0,2022-06-17,2
a6ddb898,894b36c1,2022-02-19,5
fc204b71,894b36c1,2022-05-11,5
0e297bc6,6885ce91,2021-11-06,3
50b0d467,7a1b2da0,2022-03-22,4
f7d62af5,e45cc73b,2022-05-08,4
fd20590f,6885ce91,2021-12-23,3
4f76ef68,891a419f,2021-11-16,3
12f38910,35532739,2021-11-29,3
26906e39,6885ce91,2022-03-08,3
0f2000e7,e45cc73b,2021-07-11,3
6683236d,b2918457,2022-03-19,0
e460a5d5,8c62add9,2022-04-30,2
030028f1,7a1b2da0,2021-12-02,4
02023362,891a419f,2022-02-16,2
645f3188,8c62add9,2022-02-23,2
a5adbaf4,894b36c1,2021-07-04,4
af9e3949,5da63f6f,2022-04-14,3
e460a5d5,ebb77707,2021-11-13,1
ab09cbaa,e45cc73b,2021-10-17,4
f3f38b8f,894b36c1,2022-01-17,5
8507e12a,35532739,2022-06-08,3
6ae6499c,dfe75058,2022-05-12,3
22b862b0,894b36c1,2022-03-23,5
225df58d,8c62add9,2021-12-09,1
af9e3949,b8c4f430,2022-01-14,2
4f2ae53e,35532739,2021-07-27,4
867b9168,5da63f6f,2022-01-01,3
dd1e2be6,8c62add9,2022-04-18,1
02023362,622aa154,2021-12-18,3
3af0aa4f,6885ce91,2021-10-12,2
28872925,afee44e6,2021-10-08,1
30757bbc,45ef8414,2021-10-13,1
4115df29,894b36c1,2022-01-25,5
ce2c145b,72005112,2021-12-08,3
b5747b9e,266138ca,2021-11-17,0
125a0e37,894b36c1,2022-04-16,4
8507e12a,71e881b0,2021-12-20,1
c9663f22,b8c4f430,2021-10-25,2
cefd3251,72005112,2022-04-18,4
1fb5dbab,afee44e6,2021-12-24,2
342b8b5c,72005112,2022-05-11,4
9079af62,891a419f,2022-04-11,2
25a97cde,71e881b0,2021-06-20,1
5ec9556e,622aa154,2021-08-17,3
97d9effd,5da63f6f,2021-12-11,4
456a4984,af8ceb8b,2021-07-03,2
8d3dae13,266138ca,2022-03-27,0
ce2c145b,35532739,2021-12-22,3
8bd1389c,7a1b2da0,2022-03-22,3
2152a726,622aa154,2022-06-16,3
9c6c46e6,45ef8414,2022-05-11,1
4c533c68,7a1b2da0,2022-03-10,4
ee6a0419,266138ca,2022-02-20,0
e6b513e4,266138ca,2021-07-27,0
ab7b7e63,dfe75058,2021-09-04,2
bcd36cd8,b8c4f430,2021-12-24,2
9dfafcf6,891a419f,2021-11-15,3
c50ae025,35532739,2022-03-06,4
a5adbaf4,6885ce91,2022-01-10,2
d77aa8a6,e45cc73b,2021-12-29,3
97d9effd,35532739,2021-10-29,4
e02c02e1,e45cc73b,2021-12-23,3
49682dbf,e45cc73b,2022-02-20,3
9ab5bdd1,71e881b0,2021-11-16,2
ec57c1bd,71e881b0,2021-11-13,1
c965b5c4,45ef8414,2022-06-16,1
e34f48fd,5da63f6f,2021-08-26,4
386a8556,71e881b0,2022-05-10,1
20ae5042,71e881b0,2022-04-26,1
5d664524,e45cc73b,2021-07-04,4
4bec1bbc,894b36c1,2021-07-06,4
74489902,7a1b2da0,2022-02-23,4
ce94f8f3,ebb77707,2022-06-10,2
10dbeb33,6885ce91,2021-09-25,2
ad4940e5,ebb77707,2022-02-07,1
5828ee6a,7a1b2da0,2021-12-17,3
0d0d5aeb,266138ca,2021-11-10,1
92735018,e45cc73b,2021-09-04,4
864439cf,5da63f6f,2021-12-28,3
2fd0186c,6885ce91,2022-03-30,2
360a6d03,35532739,2021-11-03,4
74aa5a9c,891a419f,2022-03-05,2
a6e765f7,35532739,2022-06-03,4
ee6a0419,ebb77707,2022-02-01,1
373794c2,b8c4f430,2021-09-24,1
e2f83c36,af8ceb8b,2022-05-15,3
0fdd9fbc,894b36c1,2022-05-15,4
069b041b,71e881b0,2021-12-21,1
1d205776,dfe75058,2022-01-02,3
a27e6752,35532739,2022-05-04,4
dd72d3c8,b2918457,2021-10-03,1
2f039011,35532739,2022-03-23,4
9c023e66,dfe75058,2021-08-21,3
b04d3bd6,35532739,2021-11-16,4
4f490093,5da63f6f,2022-02-18,4
38f5cb9c,8c62add9,2022-05-02,1
424606c2,8c62add9,2021-11-15,1
841526fe,afee44e6,2021-06-27,2
443f1f85,6885ce91,2022-05-23,2
ad72b799,5da63f6f,2022-02-05,3
dbb61ba2,dfe75058,2022-02-17,3
d053216a,7a1b2da0,2021-08-16,3
b6a258d9,72005112,2022-02-07,3
f5f08c55,894b36c1,2021-12-23,4
02ab545e,5da63f6f,2021-11-25,3
27c95950,afee44e6,2021-08-08,1
0580414e,72005112,2022-05-18,3
35ec9587,72005112,2022-06-10,4
4f4938c3,e45cc73b,2021-09-11,4
c67fd70b,af8ceb8b,2021-09-10,3
ea873dfa,6885ce91,2021-12-25,2
8e077ca1,266138ca,2022-01-11,1
af9e3949,7a1b2da0,2021-10-28,3
e40883ec,8c62add9,2021-10-02,1
1b34eb59,5da63f6f,2022-02-11,3
5d226d7f,72005112,2022-03-08,4
64c60efa,af8ceb8b,2021-10-24,3
ef277856,dfe75058,2022-04-30,3
21512a4a,7a1b2da0,2022-05-26,3
af9e3949,b2918457,2021-08-15,0
db60a801,5da63f6f,2022-02-12,4
542759c8,5da63f6f,2021-08-07,3
ce413e61,5da63f6f,2021-07-04,4
4f90d9d0,8c62add9,2021-10-27,2
a344f8ae,622aa154,2022-04-10,2
125a0e37,5da63f6f,2021-10-17,4
5b6fc12e,b8c4f430,2021-07-12,2
ce2c145b,e45cc73b,2021-12-12,3
1b844387,8c62add9,2022-01-23,1
cac0841f,35532739,2021-12-19,3
ccaf58ee,894b36c1,2022-03-24,5
5deb7d91,e45cc73b,2021-10-11,3
07f45340,72005112,2022-03-08,3
ceaab1f0,af8ceb8b,2021-12-03,3
7e3483f7,af8ceb8b,2021-10-19,2
de057cc4,5da63f6f,2022-04-28,4
29939db1,35532739,2021-09-05,4
02bee6a2,72005112,2022-02-26,4
04b40a2b,e45cc73b,2022-06-11,4
305cd810,622aa154,2022-01-28,2
89fde3f9,5da63f6f,2021-11-12,3
c67fd70b,72005112,2021-07-16,4
af7a5db4,8c62add9,2022-05-31,2
489feb46,dfe75058,2022-05-08,2
04d581cc,af8ceb8b,2021-07-22,3
5fa4d2a0,e45cc73b,2022-02-01,3
bf125f52,894b36c1,2021-07-07,4
c41bc6a3,e45cc73b,2022-05-30,3
6844fd90,71e881b0,2021-10-20,2
64151f35,894b36c1,2021-08-09,4
c8f202c0,72005112,2022-03-06,4
31650e52,891a419f,2021-11-10,2
880ede00,af8ceb8b,2021-10-31,3
2119d790,891a419f,2021-08-22,3
35b7074d,891a419f,2021-06-27,2
22851741,8c62add9,2022-06-08,1
1ba9f7cc,72005112,2021-11-02,4
22648484,35532739,2022-05-03,3
a61b5058,dfe75058,2021-11-16,2
976b7a55,afee44e6,2021-07-21,1
8de1d77b,891a419f,2022-02-22,3
ea56b918,7a1b2da0,2022-01-31,4
f1016b96,e45cc73b,2021-07-18,3
10dbeb33,b8c4f430,2021-11-01,2
373794c2,45ef8414,2022-02-10,1
c894d827,72005112,2022-01-17,3
417a3d0d,7a1b2da0,2021-12-28,4
fb4ea5af,af8ceb8b,2021-07-31,3
c00300e6,6885ce91,2021-07-07,2
c369a28c,71e881b0,2022-01-13,2
5babb874,ebb77707,2021-10-14,2
73db21b0,b2918457,2021-10-10,0
1130d2ea,5da63f6f,2021-11-25,3
29cc115e,5da63f6f,2021-10-18,4
875df5e2,8c62add9,2021-08-17,2
c98fc65c,ebb77707,2021-10-15,1
fd73a34d,72005112,2022-05-03,4
ce94f8f3,35532739,2021-11-23,4
0661651d,622aa154,2022-06-12,3
74713ae5,6885ce91,2021-09-13,2
8da47d87,71e881b0,2022-02-10,2
6f344374,622aa154,2021-10-26,3
eed25b2f,af8ceb8b,2021-10-27,3
18485d8c,45ef8414,2021-12-15,0
d21dce11,35532739,2021-10-09,3
5828ee6a,8c62add9,2022-05-18,1
1b78dfb5,b2918457,2022-01-21,1
22fa10af,71e881b0,2021-09-11,2
600974f7,b8c4f430,2021-08-30,2
7ad7d2fa,af8ceb8b,2021-08-20,3
ad72b799,dfe75058,2021-07-17,2
d53043a7,ebb77707,2022-05-28,1
8c3430ad,dfe75058,2021-07-21,3
f0b35dc8,afee44e6,2022-01-25,1
93259397,5da63f6f,2021-09-06,4
ec2e8a73,ebb77707,2022-05-18,2
4afa2f9f,7a1b2da0,2021-08-12,4
93e75dac,af8ceb8b,2021-09-03,3
55093dff,6885ce91,2021-08-17,3
8dca4701,b2918457,2021-10-11,1
13a21ae1,dfe75058,2022-05-09,2
fbdb7e1e,b2918457,2022-01-06,1
e0bc4805,894b36c1,2022-03-15,5
a2b70eff,8c62add9,2021-07-19,1
f0b35dc8,35532739,2021-09-23,4
386a8556,ebb77707,2021-08-23,2
9d139d8c,dfe75058,2022-02-27,2
6f344374,891a419f,2022-02-06,2
76125ed5,af8ceb8b,2022-06-16,3
5e4bd7e5,afee44e6,2021-07-30,2
d04d52df,891a419f,2021-12-29,2
aca5881d,5da63f6f,2021-09-02,3
30fa7417,35532739,2022-01-30,4
dcad1b14,e45cc73b,2022-01-15,4
d5019fff,6885ce91,2022-02-23,3
dd5f5250,6885ce91,2022-05-14,3
5f8db9f7,af8ceb8b,2021-10-14,2
4720ddfe,7a1b2da0,2022-05-19,4
6cea4b49,e45cc73b,2022-06-12,4
060ca4cb,71e881b0,2022-05-08,1
f1016b96,ebb77707,2022-04-07,2
a2f3056a,894b36c1,2021-12-11,4
2119d790,45ef8414,2021-10-23,0
8fb554f7,71e881b0,2021-11-19,2
1cf19ac3,5da63f6f,2022-05-25,4
9c626e58,5da63f6f,2022-03-25,3
ac3cb16f,e45cc73b,2021-07-30,4
a35b65c8,35532739,2021-11-04,3
49afe2f2,72005112,2021-09-02,4
c37ae12b,e45cc73b,2021-07-02,3
683e27d9,dfe75058,2021-11-09,3
247af2d1,7a1b2da0,2022-04-01,4
93b3c9e2,5da63f6f,2022-01-10,3
6fff0e23,af8ceb8b,2022-03-16,3
4f76ef68,622aa154,2021-09-19,2
8dca4701,7a1b2da0,2021-10-25,3
a56b66f0,b8c4f430,2022-03-13,1
adf2ad5e,8c62add9,2021-07-14,2
d01fec76,72005112,2021-11-18,4
5c4c6fb9,894b36c1,2021-10-17,5
a86cff71,dfe75058,2021-09-13,2
1ff25e5a,e45cc73b,2022-01-05,4
49682dbf,7a1b2da0,2021-10-29,3
cbb24945,35532739,2021-12-20,3
757814cc,5da63f6f,2022-02-24,3
b13f6c67,dfe75058,2021-12-18,3
b3a0ca3a,891a419f,2022-06-07,2
1920be9b,8c62add9,2022-02-07,1
95142a0c,72005112,2022-06-10,3
d5f1b5e1,b8c4f430,2021-08-22,1
55fde513,72005112,2021-08-11,3
67d0deb6,af8ceb8b,2022-05-22,2
e86ddbef,dfe75058,2022-01-17,3
d66dcf22,8c62add9,2021-10-10,2
d8c43ec9,72005112,2021-11-16,3
357b1ea9,5da63f6f,2022-05-22,4
b04d3bd6,6885ce91,2022-05-08,3
c369a28c,35532739,2022-01-08,3
974f8aeb,7a1b2da0,2022-03-02,3
3a5fcbef,e45cc73b,2021-08-14,4
8e077ca1,891a419f,2021-09-21,3
b73d1485,af8ceb8b,2022-03-07,2
4f90d9d0,b2918457,2021-07-27,0
a6879049,622aa154,2021-09-30,3
4067feb5,5da63f6f,2021-11-30,4
ea56b918,72005112,2021-08-22,4
92735018,af8ceb8b,2021-11-27,3
4b87024a,8c62add9,2022-03-19,2
0f2000e7,894b36c1,2021-12-13,4
a7e2ec1c,35532739,2021-08-01,4
2f431a3d,af8ceb8b,2021-11-17,2
f1eb9114,894b36c1,2021-08-06,5
643e3b57,622aa154,2022-01-08,3
3302cefe,ebb77707,2022-04-18,2
e669fa0e,622aa154,2021-10-17,2
9079af62,35532739,2021-08-23,4
6b19ff26,dfe75058,2021-08-10,3
afece185,af8ceb8b,2022-03-21,2
08c93e60,5da63f6f,2021-11-10,3
bf125f52,622aa154,2022-03-13,3
